Project ID,Project Name,Project URL,Summary,Project Start,Start Year,Last Updated,Last Updated Year,Update Recency,Start Decade,Modality,Project Home Country/Territory,Location,City,State/Region,Country,Latitude,Longitude,Coordinate Stack Size,Shared Coordinate,Named Contributor Band,Project Type Count,Topic Count,Era Count,Organization Type Count,Contributor Type Count,Leadership Tag Count,Funding Type Count,BIPOC Run,Women Run,Leadership Data Available,Temporal Data Status,Location Detail Status,Project Types,Topics,Eras Studied,Organization Types,Contributor Roles,Leadership Classifications,Funding Resources
bdph_0001,African American Digital & Experimental Humanities (AADHum),https://aadhum.umd.edu/,"AADHum is a digital and experimental humanities initiative that supports research at the intersection of technology, design, and Black studies.",2016,2016,2026,2026,Updated 2025-2026,2010s,Mixed,United States,"College Park, MD 20742, USA",N/A,MD,USA,38.9908487,-76.944141,2,Yes,26-50,4,2,1,1,4,2,2,Yes,Yes,Yes,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Events/Programming; Exhibits & Digital Storytelling,Black Studies; Digital Humanities,Other/Unknown,PWI (Graduate),Faculty; Fellows and/or Postdocs; Graduate Students; Undergraduate Students,BIPOC Run; Women Run,Grants/Awards (Private: Foundations/Charities); Small Donations
bdph_0002,AAS 21 Repertoire - Princeton African American Studies,https://aas.princeton.edu/,Black studies department at Princeton University,1969,1969,2023,2023,Updated 2023-2024,1960s,Mixed,United States,"Morrison Hall Princeton University Princeton, NJ 08544",N/A,NJ,USA,40.34803,-74.6597754,1,No,51+,3,4,1,1,4,1,2,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Events/Programming,Black Education/Black Students; Black People - Race Identity; Black Studies; U.S. History,Other/Unknown,PWI (Graduate),Digital/Design Professionals; Faculty; Graduate Students; Undergraduate Students,Data Not Available,In-Kind Support; Institutional Operating Budget (Internal)
bdph_0004,A Call to Negro Women: A (Little Known) Black Feminist Manifesto,https://melanationzine.wordpress.com/home/,Zine detailing the importance of The Sojourners for Truth and Justice and Black feminism,42826,2017,2020,2020,Updated 2020-2022,2010s,Digital,United States,"BYP100, C/O DC Chapter P.O. Box 15254 Chicago, IL 60615",C/O,DC,USA,41.8781136,-87.6297982,2,Yes,Unspecified,4,2,1,1,1,1,2,No,No,No,Complete,Location detail present,Digital Publishing & Digital Editions; Events/Programming; Exhibits & Digital Storytelling; Local History & Local Places,Black Activism/Advocacy; Black Women/Feminism,20th Century,Community Group,Community Members,Data Not Available,In-Kind Support; Small Donations
bdph_0005,A Colony in Crisis: The Saint-Domingue Grain Shortage of 1789,https://colonyincrisis.lib.umd.edu/,Translations of primary documentation of the Saint-Domingue (colonial Haiti) Grain Shortage of 1789. The project features translations of colonial documentation from French into English and from English and French into Haitian Creole. There are also audio recordings of Haitian Creole translations.,41895,2014,44864,2022,Updated 2020-2022,2010s,Digital,United States,"College Park, MD",College Park,N/A,N/A,38.9896967,-76.93776,2,Yes,26-50,3,7,1,4,5,1,3,No,No,Yes,Complete,Needs location detail review,Digital Collections/Databases/Archives; Digital Publishing & Digital Editions; Educational Resources,Abolitionists/Emancipation/Reconstruction; African Diaspora/Migration; Caribbean History; Colonialism & Post-Colonialism/Decolonization; Historical Figure; Politics and Government; Transatlantic Slave Trade/Slavery,18th Century,Community Group; PWI (Graduate); University (Other); University Library,Faculty; Graduate Students; Library Professionals; Translators; Undergraduate Students,Not Minority Run,Grants/Awards (Public: State or Local); In-Kind Support; Institutional Operating Budget (Internal)
bdph_0006,A People's Archive of Police Violence in Cleveland,https://www.archivingpoliceviolence.org/,Archive that Cleveland citizens can use to share their stories about police violence,Summer 2015,2015,2023,2023,Updated 2023-2024,2010s,Digital,United States,"Unitarian Universalist Congregation of Cleveland 21600 Shaker Blvd. Shaker Heights, OH 44122",N/A,OH,USA,41.4772547,-81.5274074,1,No,Unspecified,2,1,2,1,2,1,2,No,No,No,Complete,Needs location detail review,Local History & Local Places; Other/Unknown,Lynching/Race Riots/Police Brutality,20th Century; 21st Century,Community Group,Community Members; Other/Unknown,Data Not Available,In-Kind Support; Small Donations
bdph_0007,A Red Record – Revealing lynching sites in North Carolina,https://lynching.web.unc.edu/,Mapping with detailed narratives and resources of lynchings in North Carolina and with forthcoming visualizations of four other states.,42036,2015,2021,2021,Updated 2020-2022,2010s,Digital,United States,North Carolina,North Carolina,N/A,N/A,35.7595731,-79.01929969999999,1,No,26-50,3,1,2,2,1,1,2,No,No,Yes,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Digital Publishing & Digital Editions; Local History & Local Places,Lynching/Race Riots/Police Brutality,19th Century; 20th Century,PWI (Graduate); PWI (Undergraduate),Undergraduate Students,Not Minority Run,Grants/Awards (Institutional/Internal); In-Kind Support
bdph_0008,"A Shaky Truce: Civil Rights Struggles in Starkville, Mississippi, 1960-1980",https://shakytruce.github.io/,"Storytelling project on the civil rights movement in Starkville, Mississippi in the 60s and 70s",2014,2014,2022,2022,Updated 2020-2022,2010s,Digital,United States,"75 B. S. Hood Rd, Mississippi State, MS 39762",N/A,MS,USA,33.456648,-88.795383,2,Yes,11-25,8,11,1,10,7,1,4,No,No,Yes,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Educational Resources; Events/Programming; Exhibits & Digital Storytelling; Local History & Local Places; Oral Histories; Resource Hub,Black Activism/Advocacy; Black Communities/Urban Renewal; Black Education/Black Students; Civil Rights Movement/Black Power; Digital Humanities; Lynching/Race Riots/Police Brutality; Newspapers/Periodicals/Black Press; Politics and Government; Race Relations/Racial Inequality/Racism; Segregation; U.S. History,20th Century,Community Group; Independent Scholar/Individual Research; Inter-Institution Partnership; K-12; Minority Serving Institution (Graduate); Minority Serving Institution (Undergraduate); PWI (Graduate); PWI (Undergraduate); University (Other); University Library,Community Members; Digital/Design Professionals; Faculty; Graduate Students; K-12 Educators; Library Professionals; Undergraduate Students,Not Minority Run,Grants/Awards (Institutional/Internal); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local); In-Kind Support
bdph_0009,African Activist Archive Project,https://africanactivist.msu.edu/,Digital archive of thousands of US-based African activist materials and related stories,Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Digital,United States,"Attn: African Activist Archive Project International Center 427 N. Shaw Lane, Room 100 Michigan State University East Lansing, MI 48824",N/A,MI,USA,42.72663319999999,-84.4806517,1,No,11-25,2,2,1,1,2,1,2,No,No,No,Start and update missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources,Black Activism/Advocacy; Colonialism & Post-Colonialism/Decolonization,20th Century,PWI (Graduate),Community Members; Faculty,Data Not Available,Grants/Awards (Institutional/Internal); Small Donations
bdph_0010,African American AIDS History Project,http://afamaidshist.fiu.edu/omeka-s/s/african-american-aids-history-project/page/home-page,Community-contributed archive of documents relating to the intersection of African American and the HIV/AIDS crisis,Unspecified,,42583,2016,Last update before 2020,Unknown,Digital,United States,"11200 SW 8th St, Miami, FL 33199",N/A,FL,USA,25.7567562,-80.37775090000001,3,Yes,11-25,2,2,2,1,3,1,2,No,No,No,Start missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Other/Unknown,Other/Unknown; U.S. History,20th Century; 21st Century,University (Other),Community Members; Faculty; Undergraduate Students,Data Not Available,Grants/Awards (Private: Foundations/Charities); In-Kind Support
bdph_0011,African American Civil War Soldiers Project,https://www.zooniverse.org/projects/usct/african-american-civil-war-soldiers,Community-created database of information regarding African American soldiers in the Civil War,43160,2018,44016,2020,Updated 2020-2022,2010s,Digital,United States,"1925 Vermont Ave, NW Washington, DC 20001",Washington,DC,USA,38.9162572,-77.025223,1,No,6-10,3,1,1,1,2,1,5,No,No,No,Complete,Location detail present,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Educational Resources,Black Soldiers/American Civil War,19th Century,Museum,Community Members; Museum Professionals,Data Not Available,Grants/Awards (Private: Foundations/Charities); Grants/Awards (Professional Organizations); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local); In-Kind Support
bdph_0012,African American Design Nexus,https://aadn.gsd.harvard.edu/,Resource/online collection of the work of Black designers in order to promote them within a white world,2018,2018,2022,2022,Updated 2020-2022,2010s,Digital,United States,"Frances Loeb Library 48 Quincy Street Cambridge, MA 02138",N/A,MA,USA,42.3757999,-71.1139077,1,No,6-10,2,1,2,1,2,1,2,No,No,No,Complete,Needs location detail review,Digital Publishing & Digital Editions; Events/Programming,Black Visual and Performance Art,20th Century; 21st Century,PWI (Graduate),Graduate Students; Library Professionals,Data Not Available,In-Kind Support; Institutional Operating Budget (Internal)
bdph_0013,African American Experience in Athens,https://digihum.libs.uga.edu/,Examination of the Black experience within Athens and the University of Georgia,2015,2015,Unspecified,,Unknown / unparsed,2010s,Digital,United States,"Denmark Hall - 115 Bocock Street Athens, GA 30602",N/A,GA,USA,33.9546989,-83.37561099999999,1,No,Unspecified,2,2,4,2,2,1,1,No,No,No,Update missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Exhibits & Digital Storytelling,Black People - Race Identity; Transatlantic Slave Trade/Slavery,18th Century; 19th Century; 20th Century; 21st Century,Community Group; PWI (Graduate),Community Members; Faculty,Data Not Available,In-Kind Support
bdph_0014,The African American Midwest,https://africanamericanmidwest.com/,Educational resource detailing various aspects of African American history in the Midwest,Unspecified,,2022,2022,Updated 2020-2022,Unknown,Digital,United States,The Midwest,The Midwest,N/A,N/A,42.5246357,-92.4604145,1,No,11-25,3,1,4,1,2,1,2,No,No,No,Start missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Local History & Local Places,U.S. History,18th Century; 19th Century; 20th Century; 21st Century,Community Group,Community Members; Faculty,Data Not Available,Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0016,African American Poetry (1870-1926): A Digital Anthology,https://scalar.lehigh.edu/african-american-poetry-a-digital-anthology/index,"Digital collection of late-19th, early 20th century African American poetry",2022,2022,2022,2022,Updated 2020-2022,2020s,Digital,United States,"35 Sayre Dr, Bethlehem, PA 18015",N/A,PA,USA,40.6057075,-75.3772639,6,Yes,6-10,1,1,2,2,2,1,1,No,No,No,Complete,Needs location detail review,Exhibits & Digital Storytelling,Black Literature,19th Century; 20th Century,Independent Scholar/Individual Research; University (Other),Faculty; Undergraduate Students,Data Not Available,In-Kind Support
bdph_0017,African-American Religion: A Documentary History Project,https://aardoc.sites.amherst.edu/,"Long-term project on the history of African-American religion, website is built to house ""additional resources.""",36495,1999,2006,2006,Last update before 2020,1990s,Digital,United States,"Amherst College #2269, P. O. Box 5000 Amherst, MA 01002–5000",N/A,MA,USA,42.3732216,-72.5198537,2,Yes,1-5,1,1,1,1,1,1,1,No,No,No,Complete,Needs location detail review,Other/Unknown,Black Religions,15th Century,Independent Scholar/Individual Research,Faculty,Data Not Available,In-Kind Support
bdph_0018,African American Sheet Music,https://library.brown.edu/cds/sheetmusic/afam/index.html,"Partial digitization of the sheet music collection at John Hay library, specifically the African American music from 1820-present.",Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Mixed,United States,"20 Prospect St, Providence, RI 02912",N/A,RI,USA,41.8264146,-71.4049793,1,No,1-5,1,1,2,2,1,1,1,No,No,No,Start and update missing/unparsed,Needs location detail review,Other/Unknown,Black Music,19th Century; 20th Century,PWI (Graduate); University Library,Library Professionals,Data Not Available,Grants/Awards (Private: Foundations/Charities)
bdph_0019,African Americans & the US Presidency,https://sites.fhi.duke.edu/fromslaverytofreedom/portfolio/african-americans-the-us-presidency/,"Timeline of Black people in relation to the US Presidency, website also houses an archive of related speaking events/projects",2018,2018,2021,2021,Updated 2020-2022,2010s,Digital,United States,"Duke University, Franklin Humanities Institute, Smith Warehouse, Bay 4, C106, Durham, NC 27708",N/A,NC,USA,36.0020035,-78.9147682,3,Yes,11-25,3,1,4,1,2,1,2,No,No,No,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Events/Programming,U.S. History,18th Century; 19th Century; 20th Century; 21st Century,PWI (Undergraduate),Faculty; Undergraduate Students,Data Not Available,Grants/Awards (Private: Foundations/Charities); In-Kind Support
bdph_0020,African American Women Writers of the 19th Century,https://libguides.nypl.org/african-american-women-writers-of-the-19th-Century,"The project was originally created in 1999, following the publication of the series ""The Schomburg library of nineteenth-century Black women writers"" as a way to make the publications of Black women authors more accessible.",1999,1999,44044,2020,Updated 2020-2022,1990s,Digital,United States,"Schomburg Center for Research in Black Culture, 515 Malcolm X Boulevard (135th St and Malcolm X Blvd) New York, NY 10037",Schomburg Center for Research,IN,USA,40.8145527,-73.9408948,2,Yes,Unspecified,2,2,1,1,1,1,3,No,No,Yes,Complete,Location detail present,Digital Collections/Databases/Archives; Exhibits & Digital Storytelling,Black Literature; Black Women/Feminism,19th Century,Public Library,Library Professionals,Not Minority Run,Grants/Awards (Private: Foundations/Charities); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0021,African Diaspora in Ottoman Izmir,https://www.ottomanhistorypodcast.com/2016/08/african-diaspora-izmir.html,Single podcast episode about the creation of the Afro-Turk community,40603,2011,42583,2016,Last update before 2020,2010s,Digital,Istanbul,Istanbul,Istanbul,N/A,N/A,41.0082376,28.9783589,1,No,26-50,1,2,8,2,2,1,2,No,No,No,Complete,Needs location detail review,Other/Unknown,African Diaspora/Migration; Transatlantic Slave Trade/Slavery,14th Century and Earlier; 15th Century; 16th Century; 17th Century; 18th Century; 19th Century; 20th Century; 21st Century,Inter-Institution Partnership; Other/Unknown,Faculty; Other/Unknown,Data Not Available,In-Kind Support; Small Donations
bdph_0022,African Nova Scotians in the Age of Slavery and Abolition,https://archives.novascotia.ca/africanns/,"Showcase of documentation of the lives of Africans in late-18th, early-19th century Nova Scotia.",Unspecified,,45017,2023,Updated 2023-2024,Unknown,Digital,Canada,"Nova Scotia Archives 6016 University Avenue Halifax, Nova Scotia, Canada B3H 1W4",Nova Scotia Archives 6016 University Avenue Halifax,N/A,Canada,44.6377693,-63.5858344,1,No,Unspecified,3,2,2,1,1,1,2,No,No,No,Start missing/unparsed,Location detail present,Digital Collections/Databases/Archives; Educational Resources; Local History & Local Places,Abolitionists/Emancipation/Reconstruction; Transatlantic Slave Trade/Slavery,18th Century; 19th Century,Public Library,Library Professionals,Data Not Available,Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0023,AfroCrowd,https://afrocrowd.org/,Movement of people of African descent collectively editing educational resources like Wikipedia,42036,2015,2020,2020,Updated 2020-2022,2010s,Digital,United States,New York City,New York City,N/A,N/A,40.7127753,-74.0059728,12,Yes,Unspecified,1,1,1,1,1,1,1,No,No,No,Complete,Needs location detail review,Educational Resources,Black People and Technology,21st Century,Community Group,Community Members,Data Not Available,Small Donations
bdph_0024,Against All Odds: The First Black Legislators in Mississippi,https://much-ado.net/legislators/,Research website about 150+ Black men who served as Reconstruction legislators in Mississippi from 1870-1894,2018,2018,45017,2023,Updated 2023-2024,2010s,Digital,United States,"395 Hardy Rd, Mississippi State, MS 39762",N/A,MS,USA,33.4527409,-88.7885912,2,Yes,1-5,4,8,1,3,2,1,1,No,Yes,Yes,Complete,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Exhibits & Digital Storytelling; Local History & Local Places,Abolitionists/Emancipation/Reconstruction; Digital Humanities; Historical Figure; Lynching/Race Riots/Police Brutality; Newspapers/Periodicals/Black Press; Politics and Government; Race Relations/Racial Inequality/Racism; U.S. History,19th Century,Independent Scholar/Individual Research; PWI (Graduate); University Library,Faculty; Library Professionals,Women Run,In-Kind Support
bdph_0025,African American Odyssey,https://memory.loc.gov/ammem/aaohtml/aohome.html,Library of Congress virtual exhibit that holds information about various eras of African American history,37530,2002,37530,2002,Last update before 2020,2000s,Digital,United States,"101 Independence Ave SE, Washington, DC 20540",Washington,DC,USA,38.8881592,-77.0052109,5,Yes,Unspecified,2,4,2,1,1,1,1,No,No,No,Complete,Location detail present,Digital Collections/Databases/Archives; Educational Resources,Abolitionists/Emancipation/Reconstruction; Black Literature; Black Men/Masculinity; Transatlantic Slave Trade/Slavery,19th Century; 20th Century,Public Library,Library Professionals,Data Not Available,Grants/Awards (Private: Foundations/Charities)
bdph_0026,"African Diaspora, Ph.D",https://africandiasporaphd.com/,Academic blog on Atlantic African Diaspora history (scholarship and scholars),Unspecified,,43922,2020,Updated 2020-2022,Unknown,Digital,United States,"301 Gilman Hall 3400 N Charles St Baltimore, MD, 21218",N/A,MD,USA,39.3289406,-76.6216189,1,No,1-5,1,3,5,1,1,1,1,No,No,No,Start missing/unparsed,Needs location detail review,Resource Hub,African Diaspora/Migration; Transatlantic Slave Trade/Slavery; U.S. History,15th Century; 16th Century; 17th Century; 18th Century; 19th Century,Inter-Institution Partnership,Faculty,Data Not Available,In-Kind Support
bdph_0027,The Black Experience in Children's Books: Selections from Augusta Baker's Bibliographies,https://digitalcollections.nypl.org/collections/the-black-experience-in-childrens-books-selections-from-augusta-bakers#/?tab=about,Digitized children's books from the early-to-mid 20th century that help to describe the Black experience of the time,Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Mixed,United States,"Schomburg Center for Research in Black Culture, 515 Malcolm X Boulevard (135th St and Malcolm X Blvd) New York, NY 10037",Schomburg Center for Research,IN,USA,40.8145527,-73.9408948,2,Yes,Unspecified,1,3,1,1,1,1,3,No,No,Yes,Start and update missing/unparsed,Location detail present,Digital Collections/Databases/Archives,Black Literature; Black Women/Feminism; Historical Figure,20th Century,Public Library,Library Professionals,Not Minority Run,Grants/Awards (Private: Foundations/Charities); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0028,Africana Memoirs: Database of Black Women’s Autobiography,http://www.africanamemoirs.net/,Online resource hub of Black women's memoirs,Unspecified,,2013,2013,Last update before 2020,Unknown,Digital,United States,"Georgia State University 25 Park Place Atlanta, GA 30303",N/A,GA,USA,33.753068,-84.38528190000001,1,No,Unspecified,2,1,2,2,1,1,1,No,No,No,Start missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Exhibits & Digital Storytelling,Black Literature,20th Century; 21st Century,Independent Scholar/Individual Research; University (Other),Faculty,Data Not Available,In-Kind Support
bdph_0029,Africana Digital Humanities institute,https://africanadhi.com/,Workshops and tools for those who wish to enter the world of Black digital humanities,Unspecified,,2019,2019,Last update before 2020,Unknown,Digital,United States,"Dean's Office, Modern Languages 345 1423 E University Blvd Tucson, AZ 85721",N/A,AZ,USA,32.23133060000001,-110.9526775,1,No,1-5,2,2,1,2,2,1,3,No,No,No,Start missing/unparsed,Needs location detail review,Events/Programming; Resource Hub,Black Studies; Digital Humanities,Other/Unknown,Inter-Institution Partnership; University (Other),Faculty; Graduate Students,Data Not Available,Grants/Awards (Institutional/Internal); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0030,Afro-Asian Networks,https://afroasiannetworks.com/,Collective of researchers who publish around the interactions between Asia and Africa since the mid-20th century,Unspecified,,2019,2019,Last update before 2020,Unknown,Digital,United Kingdom,"Beacon House, Queens Rd, Bristol BS8 1QU, United Kingdom",Beacon House,N/A,United Kingdom,51.4579062,-2.6081192,1,No,6-10,3,1,1,1,1,1,2,No,No,No,Start missing/unparsed,Location detail present,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Educational Resources,African Diaspora/Migration,20th Century,Inter-Institution Partnership,Faculty,Data Not Available,Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0031,AFRO Publishing Without Walls,https://afropww2.afro.illinois.edu/,Initiative to work with HBCUs on the digital publishing of Black experiences,2015,2015,2022,2022,Updated 2020-2022,2010s,Mixed,United States,"1201 W. Nevada Urbana, IL 61801",N/A,IL,USA,40.1057411,-88.2240784,1,No,11-25,2,3,1,5,2,1,1,No,No,No,Complete,Needs location detail review,Educational Resources; Exhibits & Digital Storytelling,Black Education/Black Students; Black Literature; Digital Humanities,Other/Unknown,HBCU (Graduate); Inter-Institution Partnership; PWI (Graduate); University (Other); University Library,Digital/Design Professionals; Graduate Students,Data Not Available,Grants/Awards (Private: Foundations/Charities)
bdph_0032,Alice Dunbar-Nelson Reads,https://sites.udel.edu/alicereads/,"Research site dedicated to the life of Alice Dunbar-Nelson, specifically to her reading habits.",Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Digital,United States,"University of Delaware Newark, DE 19716",N/A,DE,USA,39.6809151,-75.7523313,3,Yes,11-25,2,3,1,2,1,1,1,No,No,No,Start and update missing/unparsed,Needs location detail review,Digital Publishing & Digital Editions; Exhibits & Digital Storytelling,Black Literature; Black Women/Feminism; Historical Figure,20th Century,Independent Scholar/Individual Research; PWI (Graduate),Faculty,Data Not Available,In-Kind Support
bdph_0033,Alternate Campus Tours,https://hgreen.people.ua.edu/walking-tours.html,"Series of slavery, civil rights, and civil war-informed campus tours of The University of Alabama",2016,2016,2020,2020,Updated 2020-2022,2010s,Mixed,United States,"University of Alabama, Tuscaloosa, AL 35487",N/A,AL,USA,33.207199,-87.5482025,2,Yes,1-5,2,3,3,1,1,1,1,No,No,No,Complete,Needs location detail review,Events/Programming; Local History & Local Places,Black Soldiers/American Civil War; Civil Rights Movement/Black Power; Transatlantic Slave Trade/Slavery,19th Century; 20th Century; 21st Century,PWI (Graduate),Faculty,Data Not Available,In-Kind Support
bdph_0034,American Panorama: The Forced Migration of Enslaved People,https://dsl.richmond.edu/panorama/forcedmigration/#tab=1&narratives=true&cotton=true&sugar=true&labels=false&decade=1810&loc=5/-9.622/12.788,Interactive map showing the forced migration of enslaved people in the US,42353,2015,Unspecified,,Unknown / unparsed,2010s,Digital,United States,"Boatwright Memorial Library 410 Westhampton Way University of Richmond, VA 23173",N/A,VA,USA,37.5751669,-77.5407146,2,Yes,1-5,3,2,1,1,3,1,1,No,No,No,Update missing/unparsed,Needs location detail review,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Oral Histories,African Diaspora/Migration; Transatlantic Slave Trade/Slavery,19th Century,PWI (Graduate),Digital/Design Professionals; Faculty; Fellows and/or Postdocs,Data Not Available,Grants/Awards (Private: Foundations/Charities)
bdph_0035,American Slavery Documents / Duke Digital Repository,https://repository.duke.edu/dc/americanslaverydocs,"Digitized collection of US, slavery-related documents (also available in-person)",42309,2015,Unspecified,,Unknown / unparsed,2010s,Mixed,United States,"411 Chapel Drive Durham, NC 27708",N/A,NC,USA,36.0029782,-78.9383263,2,Yes,1-5,1,2,2,2,2,1,2,No,No,No,Update missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives,Abolitionists/Emancipation/Reconstruction; Transatlantic Slave Trade/Slavery,18th Century; 19th Century,PWI (Graduate); University Library,Faculty; Library Professionals,Data Not Available,Grants/Awards (Institutional/Internal); Small Donations
bdph_0036,Amistad Research Center,https://www.amistadresearchcenter.org/,Archive/library of racial/ethic/civil rights topics,2015,2015,2023,2023,Updated 2023-2024,2010s,Mixed,United States,"Tilton Hall, 6823 St. Charles Avenue, New Orleans, LA, 70118",N/A,LA,USA,29.9354069,-90.1227528,1,No,11-25,4,6,4,2,2,1,1,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Exhibits & Digital Storytelling; Resource Hub,Abolitionists/Emancipation/Reconstruction; African Diaspora/Migration; Black Visual and Performance Art; Civil Rights Movement/Black Power; Transatlantic Slave Trade/Slavery; U.S. History,18th Century; 19th Century; 20th Century; 21st Century,Community Group; PWI (Graduate),Community Members; Faculty,Data Not Available,Grants/Awards (Private: Foundations/Charities)
bdph_0037,The Anna Julia Cooper Center,https://ajccenter.com/,"Worked towards intersection policy, media, and curriculum changes in the memory of Anna Julia Cooper",2012,2012,2019,2019,Last update before 2020,2010s,Mixed,United States,"1834 Wake Forest Rd, Winston-Salem, NC 27109",N/A,NC,USA,36.1339634,-80.27511070000001,1,No,1-5,2,3,1,1,3,1,2,No,No,No,Complete,Needs location detail review,Educational Resources; Events/Programming,Black Activism/Advocacy; Black Education/Black Students; Black Women/Feminism,Other/Unknown,PWI (Graduate),Faculty; Fellows and/or Postdocs; Undergraduate Students,Data Not Available,In-Kind Support; Institutional Operating Budget (Internal)
bdph_0038,Anna Julia Cooper Collection,https://dh.howard.edu/ajcooper/,Archive of personal/public documents of Anna Julia Cooper,2017,2017,Unspecified,,Unknown / unparsed,2010s,Digital,United States,"500 Howard Pl NW, Washington, DC 20059",Washington,DC,USA,38.92230050000001,-77.0196879,1,No,1-5,2,3,2,2,1,1,1,No,No,No,Update missing/unparsed,Location detail present,Digital Collections/Databases/Archives; Educational Resources,Black Literature; Black Women/Feminism; Historical Figure,19th Century; 20th Century,HBCU (Graduate); University Library,Library Professionals,Data Not Available,Grants/Awards (Professional Organizations)
bdph_0039,Anguilla Archaeological and ​Historical Society,https://www.aahsanguilla.com/,"Aims to preserve the history of the island through the collection of images, preservation of buildings, etc.",2013,2013,2023,2023,Updated 2023-2024,2010s,Mixed,Anguilla,"P.O. Box 252, The Valley, Anguilla, AI2640 B.W.I.",P.O. Box 252,N/A,N/A,18.2148129,-63.0574406,1,No,6-10,3,3,8,1,1,1,2,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Exhibits & Digital Storytelling; Local History & Local Places,Caribbean History; Historical Landmarks/Monuments; Transatlantic Slave Trade/Slavery,14th Century and Earlier; 15th Century; 16th Century; 17th Century; 18th Century; 19th Century; 20th Century; 21st Century,Historical Society,Community Members,Data Not Available,In-Kind Support; Small Donations
bdph_0040,Antioch AME History,https://antiochamehistory.org/,Collection and documentation of information about the Antioch African Methodist Episcopal Church,Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Mixed,United States,"765 S Hairston Rd, Stone Mountain, GA 30083",N/A,GA,USA,33.7762204,-84.1938674,1,No,1-5,2,1,3,1,1,1,2,No,No,No,Start and update missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Local History & Local Places,Black Religions,19th Century; 20th Century; 21st Century,Community Group,Community Members,Data Not Available,Grants/Awards (Professional Organizations); Grants/Awards (Public: State or Local)
bdph_0041,Anthologies of African American Writing,https://masonlibraries.gmu.edu/dscff/s/aaaw/page/About,"Bibliography of anthologies of African American writing, including book covers, tables of contents, reception history, and, ultimately, searchable index of all items included in anthologies.",2018,2018,2023,2023,Updated 2023-2024,2010s,Digital,United States,"George Mason University, 4400 University Dr, Fairfax, VA 22030",N/A,VA,USA,38.8314094,-77.31115299999999,3,Yes,1-5,1,1,3,1,3,1,2,Yes,No,Yes,Complete,Needs location detail review,Digital Collections/Databases/Archives,Black Literature,19th Century; 20th Century; 21st Century,University (Other),Faculty; Graduate Students; Undergraduate Students,BIPOC Run,Grants/Awards (Institutional/Internal); In-Kind Support
bdph_0042,Arabella Chapman Project,https://arabellachapman.history.lsa.umich.edu/,Digitization of two of Arabella Chapman's photo albums from the late 19th century,2015,2015,2015,2015,Last update before 2020,2010s,Mixed,United States,"909 S University Ave, Ann Arbor, MI 48109",N/A,MI,USA,42.2754392,-83.73799180000002,1,No,1-5,1,3,1,2,1,1,1,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives,Black People - Race Identity; Black Women/Feminism; Historical Figure,19th Century,PWI (Graduate); University Library,Library Professionals,Data Not Available,Institutional Operating Budget (Internal)
