Project ID,Project Name,Project URL,Summary,Project Start,Start Year,Last Updated,Last Updated Year,Update Recency,Start Decade,Modality,Project Home Country/Territory,Location,City,State/Region,Country,Latitude,Longitude,Coordinate Stack Size,Shared Coordinate,Named Contributor Band,Project Type Count,Topic Count,Era Count,Organization Type Count,Contributor Type Count,Leadership Tag Count,Funding Type Count,BIPOC Run,Women Run,Leadership Data Available,Temporal Data Status,Location Detail Status,Project Types,Topics,Eras Studied,Organization Types,Contributor Roles,Leadership Classifications,Funding Resources
bdph_0185,Fashioning the Self in Slavery and Freedom,https://www.fashioningtheself.com/,Research project about the impact of slavery on the fashions of the past and present,Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Digital,United States,"Parsons, New York, NY 10011",N/A,NY,USA,40.7351297,-73.9944837,1,No,6-10,4,2,1,1,1,1,3,No,No,No,Start and update missing/unparsed,Needs location detail review,Digital Publishing & Digital Editions; Events/Programming; Exhibits & Digital Storytelling; Resource Hub,Black Visual and Performance Art; Transatlantic Slave Trade/Slavery,Other/Unknown,Inter-Institution Partnership,Faculty,Data Not Available,In-Kind Support; Merchandise/Sales; Small Donations
bdph_0186,Feast Afrique —Digital Library,https://www.feastafrique.com/digital-library,"Archive of multimodal texts related to West African food culture, on the continent and in diaspora, across the Caribbean islands and the Americas",44105,2020,44986,2023,Updated 2023-2024,2020s,Digital,Canada,"Mississauga, Ontario, Canada",Mississauga,N/A,Canada,43.5852972,-79.64498379999999,1,No,1-5,3,5,3,1,1,2,1,Yes,Yes,Yes,Complete,Location detail present,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Local History & Local Places,African Diaspora/Migration; African History; Black Literature; Black People - Race Identity; Colonialism & Post-Colonialism/Decolonization,19th Century; 20th Century; 21st Century,Independent Scholar/Individual Research,Community Members,BIPOC Run; Women Run,Other/Unknown
bdph_0187,F.B. Eyes Digital Archive: FBI Files on African American Authors Obtained through the U.S.,http://omeka.wustl.edu/omeka/exhibits/show/fbeyes,Archive of FBI documents on Black writers and literary institutions,2015,2015,2022,2022,Updated 2020-2022,2010s,Digital,United States,"Washington University in St. Louis, 1 Brookings Dr., St. Louis, MO 63130",Washington University,IN,USA,38.6482393,-90.3015077,2,Yes,6-10,2,3,1,2,3,1,2,Yes,No,Yes,Complete,Location detail present,Digital Collections/Databases/Archives; Digital Publishing & Digital Editions,Black Literature; Other/Unknown; Politics and Government,20th Century,Independent Scholar/Individual Research; University Library,Faculty; Fellows and/or Postdocs; Library Professionals,BIPOC Run,Grants/Awards (Institutional/Internal); In-Kind Support
bdph_0188,First Blacks in the Americas: The African Presence in The Dominican Republic,http://firstblacks.org/en/,English and Spanish platform for learning about colonialism and the early presence of Black African people in the Dominican Republic,2016,2016,2022,2022,Updated 2020-2022,2010s,Digital,United States,"CUNY Dominican Studies Institute, The City College of New York, North Academic Center (NAC) 4/107, 160 Convent Avenue at 138th Street, New York, NY 10031",N/A,NY,USA,40.8197145,-73.9501397,1,No,6-10,5,6,3,1,7,2,4,Yes,Yes,Yes,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Educational Resources; Local History & Local Places; Resource Hub,African Diaspora/Migration; Black People - Race Identity; Black Women/Feminism; Caribbean History; Digital Humanities; Transatlantic Slave Trade/Slavery,15th Century; 16th Century; 17th Century,University (Other),Digital/Design Professionals; Faculty; Fellows and/or Postdocs; Graduate Students; Library Professionals; Translators; Undergraduate Students,BIPOC Run; Women Run,Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local); In-Kind Support; Institutional Operating Budget (Internal)
bdph_0189,Fort Negley Descendants Project,http://ftnegley.digitalprojects.network/,Oral histories from the descendants of the Black soldiers involved with the creation/protection of Fort Negley,2017,2017,2022,2022,Updated 2020-2022,2010s,Digital,United States,"Vanderbilt University 2201 West End Ave, Nashville, TN 37235",N/A,TN,USA,36.1472552,-86.8014419,1,No,11-25,4,3,3,2,4,1,2,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Local History & Local Places; Oral Histories,Abolitionists/Emancipation/Reconstruction; Black Soldiers/American Civil War; U.S. History,19th Century; 20th Century; 21st Century,Community Group; PWI (Graduate),Community Members; Faculty; Graduate Students; Undergraduate Students,Data Not Available,In-Kind Support; Institutional Operating Budget (Internal)
bdph_0190,Frances Harper | The Frances Project,https://www.francesproject.org/,Events celebrating the anniversary of the 15th and 19th Amendments.,2020,2020,2020,2020,Updated 2020-2022,2020s,Mixed,United States,"Commonwealth Monument Project Philadelphia, PA 19147",N/A,PA,USA,39.9350642,-75.1516194,1,No,1-5,2,5,1,1,4,1,1,No,No,No,Complete,Needs location detail review,Educational Resources; Events/Programming,Black Activism/Advocacy; Black Literature; Black Women/Feminism; Historical Figure; U.S. History,19th Century,Community Group,Community Members; Digital/Design Professionals; Library Professionals; Other/Unknown,Data Not Available,In-Kind Support
bdph_0191,The Freedmen’s Bureau Transcription Project,https://nmaahc.si.edu/explore/initiatives/freedmens-bureau-records,Community-driven transcription project of documents from the Freedman's Bureau housed at the Smithsonian.,Unspecified,,2023,2023,Updated 2023-2024,Unknown,Digital,United States,"NMAAHC 1400 Constitution Ave NW, Washington, DC 20560",Washington,DC,USA,38.8910644,-77.032614,1,No,Unspecified,1,2,2,2,2,1,3,No,No,No,Start missing/unparsed,Location detail present,Digital Collections/Databases/Archives,Abolitionists/Emancipation/Reconstruction; U.S. History,19th Century; 20th Century,Community Group; Museum,Community Members; Museum Professionals,Data Not Available,In-Kind Support; Institutional Operating Budget (Internal); Small Donations
bdph_0193,Freedmen and Southern Society Project,http://www.freedmen.umd.edu,Transcribed and annotated documents on the transition from slavery to freedom in the U.S. South during the Civil War and Reconstruction,1976,1976,45037,2023,Updated 2023-2024,1970s,Mixed,United States,"History Department, University of Maryland, 2115 Francis Scott Key Hall, College Park MD, 20742",College Park,MD,USA,38.9851318,-76.94312219999999,1,No,1-5,2,2,1,1,1,1,1,No,Yes,Yes,Complete,Location detail present,Digital Collections/Databases/Archives; Educational Resources,Abolitionists/Emancipation/Reconstruction; Black Soldiers/American Civil War,19th Century,PWI (Graduate),Faculty,Women Run,Grants/Awards (Public/Federal)
bdph_0194,Freedom Narratives: Testimonies of West Africans from the Era of Slavery,https://freedomnarratives.org/,Biographies of West-African-born enslaved people from the time of the Trans-Atlantic slave trade,2018,2018,43906,2020,Updated 2020-2022,2010s,Digital,Canada,"York University (Canada) 329 York Lanes York University 4700 Keele Street Toronto, Ontario M3J 1P3",York University (Canada) 329 York Lanes York University 4700 Keele Street Toronto,N/A,Canada,43.7742192,-79.49839639999999,3,Yes,Unspecified,3,2,4,2,3,1,1,No,No,No,Complete,Location detail present,Educational Resources; Oral Histories; Resource Hub,African Diaspora/Migration; Transatlantic Slave Trade/Slavery,16th Century; 17th Century; 18th Century; 19th Century,Inter-Institution Partnership; PWI (Graduate),Faculty; Graduate Students; Undergraduate Students,Data Not Available,In-Kind Support
bdph_0195,Frederick Douglass in Britain,http://frederickdouglassinbritain.com/,Mapping the speaking locations of Black freedom fighters across Britain and Ireland throughout the nineteenth-century,2012,2012,2023,2023,Updated 2023-2024,2010s,Digital,United Kingdom,"Queen Mary, University of London",Queen Mary,N/A,N/A,51.5240671,-0.0403745,1,No,1-5,4,8,1,1,1,1,1,No,No,Yes,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Educational Resources; Other/Unknown; Resource Hub,Abolitionists/Emancipation/Reconstruction; African Diaspora/Migration; Black Literature; Black Men/Masculinity; Black Visual and Performance Art; Black Women/Feminism; Newspapers/Periodicals/Black Press; Transatlantic Slave Trade/Slavery,19th Century,Independent Scholar/Individual Research,Faculty,Not Minority Run,In-Kind Support
bdph_0196,Frederick Douglass on the Eastern Shore (Blog and forthcoming book),https://douglassontheshore.wordpress.com/,Blog on the history of Frederick Douglass (and his family) on the coast of Maryland,2019,2019,44685,2022,Updated 2020-2022,2010s,Digital,United States,Maryland 21205,Maryland 21205,MD,USA,39.30420549999999,-76.557493,1,No,1-5,4,4,2,1,1,1,1,No,No,No,Complete,Location detail present,Educational Resources; Local History & Local Places; Other/Unknown; Resource Hub,Abolitionists/Emancipation/Reconstruction; Black Men/Masculinity; Historical Figure; U.S. History,19th Century; 20th Century,Independent Scholar/Individual Research,Other/Unknown,Data Not Available,In-Kind Support
bdph_0197,Freedom's Ring: King's I Have a Dream Speech,https://freedomsring.stanford.edu/?view=Speech,"Animation of Dr. Martin Luther King's 'I Have a Dream' speech complimented by primary sources, interviews and archival photographs.",41514,2013,41487,2013,Last update before 2020,2010s,Digital,United States,"Stanford University, Martin Luther King Jr. Research and Education Institute",Stanford University,N/A,N/A,37.4286872,-122.1766573,1,No,26-50,8,23,3,3,5,1,3,Yes,No,Yes,Complete,Needs location detail review,Art and Performance; Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Digital Publishing & Digital Editions; Educational Resources; Exhibits & Digital Storytelling; Oral Histories; Resource Hub,Abolitionists/Emancipation/Reconstruction; African History; Black Activism/Advocacy; Black Communities/Urban Renewal; Black Literature; Black Lives Matter Movement; Black Music; Black People - Race Identity; Black Religions; Black Studies; Black Visual and Performance Art; Black Women/Feminism; Civil Rights Movement/Black Power; Colonialism & Post-Colonialism/Decolonization; Digital Humanities; Historical Figure; LBGTQIA+/Queer Studies; Lynching/Race Riots/Police Brutality; Newspapers/Periodicals/Black Press; Politics and Government; Race Relations/Racial Inequality/Racism; Segregation; U.S. History,19th Century; 20th Century; 21st Century,Historical Society; K-12; University (Other),Community Members; Digital/Design Professionals; Faculty; Fellows and/or Postdocs; K-12 Educators,BIPOC Run,Grants/Awards (Private: Foundations/Charities); Grants/Awards (Public/Federal); Institutional Operating Budget (Internal)
bdph_0198,Freedom on the Move,https://freedomonthemove.org/,"Database for North American ads for self-emancipated, formerly-enslaved peoples in the US.",Unspecified,,Unspecified,,Unknown / unparsed,Unknown,Digital,United States,"Cornell University, Ithaca, NY 14853",N/A,NY,USA,42.4467049,-76.48305789999999,1,No,11-25,2,2,1,1,2,1,3,No,No,No,Start and update missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources,Newspapers/Periodicals/Black Press; Transatlantic Slave Trade/Slavery,Other/Unknown,Inter-Institution Partnership,Community Members; Faculty,Data Not Available,Grants/Awards (Professional Organizations); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0199,From Slavery to Freedom Lab,https://sites.fhi.duke.edu/fromslaverytofreedom/,"A lab exploring, researching, and teaching about during- and post-slavery lives of formerly enslaved African Americans",2018,2018,2019,2019,Last update before 2020,2010s,Mixed,United States,"Duke University Duke University, Franklin Humanities Institute, Smith Warehouse, Bay 4, C106, Durham, NC 27708",N/A,NC,USA,36.0020035,-78.9147682,3,Yes,11-25,2,1,4,1,3,1,1,No,No,No,Complete,Needs location detail review,Events/Programming; Other/Unknown,Transatlantic Slave Trade/Slavery,19th Century; 20th Century; 21st Century; Other/Unknown,PWI (Graduate),Digital/Design Professionals; Faculty; Undergraduate Students,Data Not Available,Grants/Awards (Institutional/Internal)
bdph_0201,"Funk, God, Jazz, Medicine: Black Radical Brooklyn [public art exhibit]",https://creativetime.org/projects/black-radical-brooklyn/,Art exhibit in Brooklyn about what was formerly a community of recently-emancipated formerly enslaved African Americans,2014,2014,12 October 2014--date that exhibit ended; last events in 2022,2022,Updated 2020-2022,2010s,Mixed,United States,"Creative Time 59 East 4th Street, 6th Floor, New York, NY 10003",N/A,NY,USA,40.72702049999999,-73.9908523,1,No,6-10,6,3,2,2,2,1,2,No,No,No,Complete,Needs location detail review,Art and Performance; Educational Resources; Events/Programming; Exhibits & Digital Storytelling; Local History & Local Places; Other/Unknown,Black Music; Black People - Race Identity; Transatlantic Slave Trade/Slavery,20th Century; 21st Century,Community Group; Museum,Community Members; Museum Professionals,Data Not Available,Grants/Awards (Public: State or Local); Small Donations
bdph_0202,Furious Flower Archive,https://furiousflower.org/,"Organization for the study of Black poetry hosting events, publishing a journal, and teaching classes based out of JMU.",2019,2019,2023,2023,Updated 2023-2024,2010s,Mixed,United States,"JMU 500 Cardinal Dr. MSC 3802 Harrisonburg, VA 22807-0001",N/A,VA,USA,38.4376123,-78.8627161,1,No,26-50,4,1,2,1,3,1,4,No,No,No,Complete,Needs location detail review,Art and Performance; Digital Collections/Databases/Archives; Digital Publishing & Digital Editions; Educational Resources,Black Literature,20th Century; 21st Century,PWI (Graduate),Faculty; Graduate Students; Undergraduate Students,Data Not Available,Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local); In-Kind Support; Small Donations
bdph_0203,Freedom in Full Bloom: Juneteenth History Resources,https://storymaps.arcgis.com/collections/e11a559c43844c1286b2fde1f29a5f45,Digital exhibit and collection of resources to learn about the full origins of Juneteenth,2019,2019,Unspecified,,Unknown / unparsed,2010s,Digital,United States,"Segerstrom Center for the Arts, 600 Town Center Dr, Costa Mesa, CA 92626",N/A,CA,USA,33.6927051,-117.8821416,1,No,1-5,4,3,3,1,1,1,1,No,No,No,Update missing/unparsed,Needs location detail review,Digital Publishing & Digital Editions; Educational Resources; Exhibits & Digital Storytelling; Resource Hub,Abolitionists/Emancipation/Reconstruction; Transatlantic Slave Trade/Slavery; U.S. History,17th Century; 18th Century; 19th Century,Independent Scholar/Individual Research,Faculty,Data Not Available,In-Kind Support
bdph_0204,The Gates Preserve,https://www.thegatespreserve.com/,Media outlet and audio+visual archive of contemporary Black culture,2019,2019,44980,2023,Updated 2023-2024,2010s,Digital,United States,"The Gates Preserve, New York City 10001",The Gates Preserve,NY,USA,40.75368539999999,-73.9991637,1,No,11-25,4,3,1,1,2,1,1,No,No,No,Complete,Location detail present,Art and Performance; Digital Collections/Databases/Archives; Oral Histories; Other/Unknown,Black Film; Black Music; Black People - Race Identity,Other/Unknown,Other/Unknown,Digital/Design Professionals; Other/Unknown,Data Not Available,In-Kind Support
bdph_0205,Georgetown Slavery Archive,https://slaveryarchive.georgetown.edu/,"The Georgetown Slavery Archive is a digital repository of materials relating to the Maryland Jesuits, Georgetown University, and slavery.",42401,2016,44951,2023,Updated 2023-2024,2010s,Digital,United States,"Georgetown University, 3700 O St. NW, Washington DC 20057-1035",Washington,DC,USA,38.9076089,-77.07225849999999,1,No,26-50,3,7,4,1,6,1,3,No,No,Yes,Complete,Location detail present,Digital Collections/Databases/Archives; Educational Resources; Local History & Local Places,Abolitionists/Emancipation/Reconstruction; African Diaspora/Migration; Black Religions; Historical Landmarks/Monuments; Race Relations/Racial Inequality/Racism; Transatlantic Slave Trade/Slavery; U.S. History,18th Century; 19th Century; 20th Century; 21st Century,University (Other),Community Members; Faculty; Fellows and/or Postdocs; Graduate Students; Library Professionals; Undergraduate Students,Not Minority Run,Grants/Awards (Institutional/Internal); Grants/Awards (Private: Foundations/Charities); Institutional Operating Budget (Internal)
bdph_0206,The Geography of Slavery in Virginia,http://www2.vcdh.virginia.edu/gos/,"Archive of advertisements for self-emancipated, formerly-enslaved people in the US in colonial and Civil War era newspapers",Unspecified,,2005,2005,Last update before 2020,Unknown,Digital,United States,"UVA 1 College Avenue, Wise, VA 24293",N/A,VA,USA,36.9759345,-82.5757108,1,No,1-5,3,3,2,1,3,1,3,No,No,No,Start missing/unparsed,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Resource Hub,Newspapers/Periodicals/Black Press; Transatlantic Slave Trade/Slavery; U.S. History,18th Century; 19th Century,PWI (Undergraduate),Digital/Design Professionals; Faculty; Undergraduate Students,Data Not Available,Grants/Awards (Institutional/Internal); Grants/Awards (Public/Federal); Grants/Awards (Public: State or Local)
bdph_0207,"Get Free, Hip Hop Civics",http://getfreehiphopcivics.com/,Multimodal civics curriculum inspired by hip hop music.,Unspecified,,2018,2018,Last update before 2020,Unknown,Digital,United States,"Atlanta, Georgia 30033",Atlanta,GA,USA,33.8092255,-84.2805478,1,No,Unspecified,4,6,1,2,2,1,1,No,No,No,Start missing/unparsed,Location detail present,Art and Performance; Educational Resources; Exhibits & Digital Storytelling; Resource Hub,Black Activism/Advocacy; Black Education/Black Students; Black Music; Black People - Race Identity; Black Visual and Performance Art; U.S. History,Other/Unknown,Community Group; Independent Scholar/Individual Research,Community Members; Faculty,Data Not Available,In-Kind Support
bdph_0208,Global Poetics Project,https://globalpoetics.org/,"The Global Poetics Project is a platform for experimenting with digital tools and methodologies that can aid us in the study of poetry and poetics, as such the GPP is a perpetual work in progress, an experimental archive, a co-working space, and a production studio.",2018,2018,44987,2023,Updated 2023-2024,2010s,Digital,United States,"Washington University in St. Louis 1 Brookings Dr, St. Louis, MO 63130",Washington University,IN,USA,38.6482393,-90.3015077,2,Yes,26-50,6,2,2,4,3,1,1,No,No,No,Complete,Location detail present,Art and Performance; Data Mining/Mapping/Visualization; Digital Publishing & Digital Editions; Educational Resources; Exhibits & Digital Storytelling; Resource Hub,Black Literature; Black People - Race Identity,20th Century; 21st Century,Community Group; Inter-Institution Partnership; Minority Serving Institution (Graduate); PWI (Graduate),Community Members; Fellows and/or Postdocs; Graduate Students,Data Not Available,Grants/Awards (Private: Foundations/Charities)
bdph_0209,The Global Timbuktu Project of Rutgers University Center for African Studies,https://ruafrica.rutgers.edu/resources/global-timbuktu,Symposium on the history and diaspora of Timbuktu and Mali.,24-25 March 2017,2017,2017,2017,Last update before 2020,2010s,Mixed,Mali,"Rutgers University, 54 Joyce Kilmer Avenue Piscataway, NJ 08854-8045",N/A,NJ,USA,40.5219165,-74.4348893,1,No,11-25,3,2,1,3,5,1,2,No,No,No,Complete,Needs location detail review,Educational Resources; Events/Programming; Resource Hub,African Diaspora/Migration; African History,Other/Unknown,Inter-Institution Partnership; K-12; PWI (Graduate),Community Members; Faculty; Graduate Students; K-12 Educators; Undergraduate Students,Data Not Available,Grants/Awards (Institutional/Internal); Grants/Awards (Public: State or Local)
bdph_0210,The Gloria Naylor Archive,https://wordpress.lehigh.edu/naylorarchive/,Archive of the works of Gloria Naylor,43252,2018,45047,2023,Updated 2023-2024,2010s,Mixed,United States,"Lehigh University, 35 Sayre Dr., Lehigh University, Bethlehem, PA 18015",N/A,PA,USA,40.6057075,-75.3772639,6,Yes,26-50,5,4,2,1,6,3,2,Yes,Yes,Yes,Complete,Needs location detail review,Art and Performance; Digital Collections/Databases/Archives; Educational Resources; Exhibits & Digital Storytelling; Resource Hub,Black Film; Black Literature; Black Women/Feminism; Historical Figure,20th Century; 21st Century,PWI (Graduate),Digital/Design Professionals; Faculty; Graduate Students; Library Professionals; Museum Professionals; Undergraduate Students,BIPOC Run; LGBTQ+ Run; Women Run,Grants/Awards (Institutional/Internal); Grants/Awards (Public/Federal)
bdph_0211,Goin' North: Stories from the First Great Migration to Philadelphia,https://www.goinnorth.org/,Oral history archive of the people who moved to Philadelphia during the Great Migration,2014,2014,2016,2016,Last update before 2020,2010s,Digital,United States,"Temple University West Chester University, 700 S High St, West Chester, PA 19383",N/A,PA,USA,39.9533201,-75.5983684,1,No,51+,5,2,1,2,6,1,2,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Exhibits & Digital Storytelling; Local History & Local Places; Oral Histories,African Diaspora/Migration; U.S. History,20th Century,Community Group; PWI (Graduate),Community Members; Faculty; Graduate Students; Library Professionals; Museum Professionals; Undergraduate Students,Data Not Available,Grants/Awards (Professional Organizations); In-Kind Support
bdph_0212,The Green Book of South Carolina,https://greenbookofsc.com/,A digital travel guide/application to help users find and explore Black heritage sites in South Carolina,Unspecified,,2023,2023,Updated 2023-2024,Unknown,Mixed,United States,"The South Carolina African American Heritage Commission, 8301 Parklane Road Columbia, SC 29223",N/A,SC,USA,34.0928888,-80.9614429,1,No,Unspecified,6,1,1,1,1,1,1,No,No,No,Start missing/unparsed,Needs location detail review,Art and Performance; Data Mining/Mapping/Visualization; Educational Resources; Exhibits & Digital Storytelling; Local History & Local Places; Resource Hub,Black People - Race Identity,Other/Unknown,Community Group,Community Members,Data Not Available,In-Kind Support
bdph_0213,The Great Migration Project: A City Transformed,http://www.greatmigrationphl.org/,"Project of art pieces illustrating the impact of the Great Migration, specifically in Philadelphia",1982,1982,2023,2023,Updated 2023-2024,1980s,Digital,United States,"The Pew Center for Arts & Heritage 3908 Lancaster Avenue, Philadelphia, PA 19104",N/A,PA,USA,39.949742,-75.168111,1,No,11-25,6,2,1,2,2,1,2,No,No,No,Complete,Needs location detail review,Art and Performance; Digital Publishing & Digital Editions; Educational Resources; Events/Programming; Exhibits & Digital Storytelling; Resource Hub,African Diaspora/Migration; Black Visual and Performance Art,20th Century,Community Group; Inter-Institution Partnership,Community Members; Digital/Design Professionals,Data Not Available,Grants/Awards (Professional Organizations); In-Kind Support
bdph_0214,Guide to Black History | National Archives,https://www.archives.gov/research/african-americans/guide,Research and archival guide for studying Black history at the National Archives,1984,1984,2017,2017,Last update before 2020,1980s,Mixed,United States,"National Archives 8601 Adelphi Road College Park, MD 20740-6001",N/A,MD,USA,39.00111649999999,-76.9594213,1,No,1-5,3,1,1,1,1,1,1,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Educational Resources; Resource Hub,Black People - Race Identity,Other/Unknown,Public Library,Library Professionals,Data Not Available,Institutional Operating Budget (Internal)
bdph_0215,Guide to the Harlem Renaissance at the Library of Congress,https://guides.loc.gov/harlem-renaissance,An online research guide and related resources for the study of the Harlem Renaissance in the Library of Congress,38918,2006,43395,2018,Last update before 2020,2000s,Digital,United States,"Library of Congress 101 Independence Ave, SE Washington, DC 20540",Washington,DC,USA,38.888684,-77.004719,1,No,1-5,4,4,1,1,1,1,1,No,No,No,Complete,Location detail present,Digital Collections/Databases/Archives; Educational Resources; Exhibits & Digital Storytelling; Resource Hub,Black Communities/Urban Renewal; Black Literature; Black Music; Black Visual and Performance Art,20th Century,Public Library,Library Professionals,Data Not Available,Institutional Operating Budget (Internal)
bdph_0216,Haiti: An Island Luminous,http://islandluminous.fiu.edu/,Educational website on the history of Haiti,2004,2004,2011,2011,Last update before 2020,2000s,Digital,Haiti,"Digital Library of the Caribbean 11200 SW 8th St, Miami, FL 33199",N/A,FL,USA,25.7567562,-80.37775090000001,3,Yes,51+,4,1,8,1,4,1,2,No,No,No,Complete,Needs location detail review,Educational Resources; Exhibits & Digital Storytelling; Local History & Local Places; Resource Hub,Caribbean History,14th Century and Earlier; 15th Century; 16th Century; 17th Century; 18th Century; 19th Century; 20th Century; 21st Century,University Library,Fellows and/or Postdocs; Graduate Students; Library Professionals; Translators,Data Not Available,Grants/Awards (Institutional/Internal); Grants/Awards (Professional Organizations)
bdph_0217,Haiti and the Atlantic World,https://haitidoi.com/,Transcribed documents and teaching materials about late 18th century-mid 19th century Haitian history,2012,2012,2016,2016,Last update before 2020,2010s,Digital,United States,"William & Mary, Blair 311, 200 Stadium Dr, Williamsburg, VA 23185",N/A,VA,USA,37.2709753,-76.7162467,1,No,1-5,4,1,2,1,1,1,1,No,No,No,Complete,Needs location detail review,Digital Collections/Databases/Archives; Digital Publishing & Digital Editions; Educational Resources; Resource Hub,Caribbean History,18th Century; 19th Century,Independent Scholar/Individual Research,Faculty,Data Not Available,In-Kind Support
bdph_0218,The Haitian Atlantic: A Literary Geography,https://s3.amazonaws.com/uploads.knightlab.com/storymapjs/ba15390b4fd1e7d29a79c367f2799f1f/transnational-african-american-text-network/draft.html,Map marking the locations of different texts related to the Haitian revolution,Unspecified,,2016,2016,Last update before 2020,Unknown,Digital,United States,"independent scholar Yale University 320 York St. New Haven, CT 06520",N/A,CT,USA,41.3163244,-72.92234309999999,2,Yes,1-5,3,3,2,1,1,1,1,No,No,No,Start missing/unparsed,Needs location detail review,Data Mining/Mapping/Visualization; Exhibits & Digital Storytelling; Resource Hub,Black Literature; Caribbean History; Transatlantic Slave Trade/Slavery,18th Century; 19th Century,Independent Scholar/Individual Research,Faculty,Data Not Available,In-Kind Support
bdph_0219,The Haiti Lab,https://sites.fhi.duke.edu/haitilab/,Research center for Haitian history,2010,2010,2013,2013,Last update before 2020,2010s,Digital,Haiti,"Duke University 114 South Buchanan Boulevard Smith Warehouse, Bays 4 & 5 ​Campus Box 90403 Durham, NC 27708",N/A,NC,USA,36.0017185,-78.9142246,2,Yes,26-50,4,1,1,1,3,1,1,No,No,No,Complete,Needs location detail review,Educational Resources; Events/Programming; Local History & Local Places; Resource Hub,Caribbean History,Other/Unknown,PWI (Graduate),Faculty; Graduate Students; Undergraduate Students,Data Not Available,In-Kind Support
bdph_0220,"Hallowed Grounds: Race, Slavery and the University of Alabama",https://hgreen.people.ua.edu/hallowed-grounds-project.html,University of Alabama campus tour that focuses on the history of slavery in its founding and history.,2015,2015,Unspecified,,Unknown / unparsed,2010s,Digital,United States,"University of Alabama, Tuscaloosa, AL 35487",N/A,AL,USA,33.207199,-87.5482025,2,Yes,1-5,2,3,3,1,1,1,1,No,No,No,Update missing/unparsed,Needs location detail review,Digital Publishing & Digital Editions; Local History & Local Places,Black Soldiers/American Civil War; Transatlantic Slave Trade/Slavery; U.S. History,19th Century; 20th Century; 21st Century,Independent Scholar/Individual Research,Faculty,Data Not Available,In-Kind Support
bdph_0221,Harambee City,https://harambeecity.rrchnm.org/,"Harambe city is an archival, mapping, and visualization site on the black freedom movement, mainly in Cleveland, Ohio. It substantially covers black political and economic power programming and activities by the local Civil rights groups, and between the federal government and local/national Congress of Racial Equality (CORE). The site additionally includes discussion about the school desegregation movement and black power protest in Cleveland, Ohio. It also discusses usage of digital platforms in the creation of the site.",42736,2017,45036,2023,Updated 2023-2024,2010s,Mixed,United States,"151 South Campus Avenue Oxford, Ohio 45056",N/A,OH,USA,39.5088837,-84.73800419999999,1,No,1-5,6,11,1,1,3,2,1,Yes,Yes,Yes,Complete,Needs location detail review,Data Mining/Mapping/Visualization; Digital Collections/Databases/Archives; Educational Resources; Exhibits & Digital Storytelling; Local History & Local Places; Oral Histories,Black Activism/Advocacy; Black Communities/Urban Renewal; Black Education/Black Students; Black People - Race Identity; Digital Humanities; Historical Figure; Lynching/Race Riots/Police Brutality; Politics and Government; Race Relations/Racial Inequality/Racism; Segregation; U.S. History,20th Century,Other/Unknown,Community Members; Faculty; Library Professionals,BIPOC Run; Women Run,Other/Unknown
bdph_0222,Harlem Education History Project [site under maintenance as of 1/22],https://ansleyerickson.github.io/heh/,Organization for exploring the history of education in Harlem,2013,2013,Unspecified,,Unknown / unparsed,2010s,Digital,United States,"Teachers College @ Columbia University, Harlem, NY: 525 W 120th St, New York, NY 10027",N/A,NY,USA,40.8101571,-73.9604571,1,No,11-25,3,3,1,2,3,1,2,No,No,No,Update missing/unparsed,Needs location detail review,Data Mining/Mapping/Visualization; Digital Publishing & Digital Editions; Local History & Local Places,Black Communities/Urban Renewal; Black Education/Black Students; Race Relations/Racial Inequality/Racism,20th Century,Community Group; University (Other),Community Members; Faculty; Graduate Students,Data Not Available,Grants/Awards (Public/Federal); Institutional Operating Budget (Internal)
bdph_0224,The Hartford Black History Project,http://www.hartford-hwp.com/HBHP/,"Organization that works to gather and share information on the Black history of Hartford, CT",1996,1996,Unspecified,,Unknown / unparsed,1990s,Digital,United States,"HBHP, Inc. P.O. Box 393 Hartford, CT 06141-0393",N/A,CT,USA,41.76,-72.69,1,No,Unspecified,3,2,5,1,1,1,2,No,No,No,Update missing/unparsed,Needs location detail review,Events/Programming; Exhibits & Digital Storytelling; Local History & Local Places,Black Communities/Urban Renewal; U.S. History,17th Century; 18th Century; 19th Century; 20th Century; 21st Century,Historical Society,Community Members,Data Not Available,Grants/Awards (Public: State or Local); Small Donations
